;"RIS-RIS-QI01_TT";"IPU-IPU-FB18";"SAN-SAN3-FB01";"SAN4-ANL1-QI02";"SAN4-ANL1-QI01";"SAN-SAN3-ML01";"POL_FT04";"IPU_LT01";"PHA5-SED5-QI11";"PHA5-SED5-QI01"
"13-02 12";-0,5098584;0,640221;0,6678672;-0,4911328;-0,4508332;0,4106931;0,7758976;-0,3924941;0,352807;0,3029464
"13-02 13";-0,4234553;0,236354;0,3885355;-0,4304022;-0,6113268;0,4106931;0,423033;-0,4979934;0,4380106;0,007130833
"13-02 14";0,1235112;0,3334421;0,4160516;-0,1357807;-0,01350226;0,4106931;0,6307073;-0,4002808;0,4663689;-0,07142572
"13-02 15";0,6132874;0,3043756;0,3889514;-0,09991553;0,1010543;0,4106931;0,613166;-0,4196164;0,6110651;-0,06706706
"13-02 16";0,9696231;0,277703;-0,242791;0,1787931;-0,3260168;-0,9602906;-0,2596114;-0,4218534;0,6716827;-0,2373149
"13-02 17";1,146077;0,2516049;-0,2936922;0,3649473;-0,5770581;-1,015506;-0,075781;-0,4300106;2,193097;-0,1970589
"13-02 18";1,208987;-0,2828858;-0,5710831;0,3980887;-0,6354642;-1,015506;-0,4625433;-0,5676736;2,997876;-0,1009547
"13-02 19";1,3033;-1,248582;-1,105985;0,5771074;-0,8723776;-1,015506;-1,266001;-0,4234963;2,621709;-0,02949323
"13-02 20";1,316901;-1,249362;-1,170271;0,5530839;-0,6612068;-1,015506;-1,373193;-0,3062697;2,354151;0,1885372
"13-02 21";1,158642;-1,238456;-1,146759;0,6524443;-0,9152831;-1,015506;-1,176175;-0,1676086;2,126385;0,4332361
"13-02 22";1,026731;-1,25946;-1,146361;0,7922758;-1,113724;-1,015506;-1,164767;0,09715246;1,937906;0,5377132
"13-02 23";0,7644466;-1,241442;-1,172759;0,49226;-1,369312;-1,015506;-1,220441;0,4386363;1,797664;0,5680444
"14-02 00";0,6417976;-1,259242;-1,102514;0,4231098;-1,713886;-1,015506;-1,276616;0,7194164;1,495472;0,8399865
"14-02 01";0,6628809;-1,247949;-1,188005;0,07925189;-2,033543;-1,015506;-1,383081;0,9531924;1,299892;1,116808
"14-02 02";0,9892264;-1,250568;-1,128301;0,1931588;-2,201619;-1,015506;-1,473293;1,21402;1,071521;1,132081
"14-02 03";1,247939;-1,244696;-1,104476;-0,1253322;-2,129979;-1,015506;-1,435743;1,460833;0,7322637;1,039602
"14-02 04";1,386018;-1,269945;-1,01235;-0,2950274;-2,220845;-1,015506;-1,312704;1,651815;0,5715516;1,101112
"14-02 05";1,336355;-1,251853;-1,030023;-0,3424476;-2,352814;-1,015506;-1,4844;1,769116;0,5208032;1,144932
"14-02 06";1,111313;0,82084;-0,1724865;0,03599083;-2,457497;-1,015506;-0,3322105;1,615504;0,4108982;1,316571
"14-02 07";1,196016;0,9224736;-0,07993638;0,6250809;-2,234129;-1,015506;-0,2123022;1,312896;0,2749335;1,301318
"14-02 08";1,232793;0,9700403;0,01991302;-0,2697091;-1,900483;-1,015506;-0,09860334;1,040404;0,01998247;1,146843
"14-02 09";0,8997769;0,9442732;0,005736747;-0,3557664;-1,172423;-1,015506;-0,1011539;0,8102179;0,08270164;1,082359
"14-02 10";0,263599;0,9672856;-0,03824023;-0,6605533;-0,8144112;-1,015506;-0,1553828;0,5453146;0,1273073;0,9581987
"14-02 11";-0,2700803;0,9539149;0,01683329;-0,6590601;-1,304761;-1,015506;-0,08062778;0,1902207;0,2052587;0,7886234
"14-02 12";-0,04922265;0,8771865;-0,01748142;-0,1076347;-0,6791347;-1,015506;-0,1330943;-0,2194442;0,2493232;0,4080428
"14-02 13";0,1386444;0,110821;-0,3747245;-0,09485559;-1,506555;-1,015506;-0,610603;-0,5743103;0,3210145;0,2993569
"14-02 14";-0,1420482;-0,1755965;-0,5396148;-0,1611488;-0,8333115;-1,015506;-0,6374814;-0,5207291;0,3521486;0,3255961
"14-02 15";0,1467303;-0,241685;-0,5519801;0,07078741;0,5657865;-0,862564;-0,6570635;-0,4731244;0,470173;0,238751
"14-02 16";0,3822892;-0,4694998;-0,1772904;0,2605357;0,6585829;-0,2884243;-0,1119104;-0,4843609;0,4508142;0,4879567
"14-02 17";0,6676035;-0,2754993;-0,01073985;0,6282205;-1,579561;-0,2884243;0,3447395;-0,3634879;0,8508892;0,4293208
"14-02 18";0,7236028;-0,5898504;-0,1538727;0,7012734;-0,5918938;-0,2884243;0,1296297;-0,5081487;1,210541;0,5497768
"14-02 19";0,5912419;-1,018663;-0,5867884;0,6263089;-0,7950962;-0,2884243;-0,5029538;-0,5392698;1,407493;0,8764859
"14-02 20";0,6328797;-0,9734024;-0,5066547;0,6035143;-1,090047;-0,2884243;-0,3929239;-0,4431929;1,431413;0,9972847
"14-02 21";0,4758785;-1,033342;-0,4828767;0,5291409;-0,9923714;-0,2884243;-0,1323992;-0,4224795;1,396874;1,146923
"14-02 22";0,1947707;-0,6098248;-0,2232328;0,3867442;-1,128141;-0,2884243;0,2526975;-0,2811868;1,275358;1,235294
"14-02 23";0,08998785;-0,1517531;0,07150173;0,6184052;-1,124884;-0,2884243;0,7195055;-0,09372949;1,165594;1,389143
"15-02 00";0,2111314;-0,1449298;-0,0004815942;0,6529589;-1,371897;-0,2884243;0,3834651;0,03821955;0,9758469;1,455826
"15-02 01";0,7238663;-0,5444247;-0,1619904;0,4333713;-1,843486;-0,2884243;0,1474469;0,141248;0,9304609;1,40769
"15-02 02";1,212585;-0,8860676;-0,3860707;0,3521087;-1,837798;-0,2884243;-0,4143114;0,368439;0,8250817;1,321745
"15-02 03";1,302436;-0,8953444;-0,3618306;0,3128559;-1,921754;-0,2884243;-0,3909854;0,5503151;0,8261867;1,34768
"15-02 04";1,374091;-0,8827854;-0,316808;0,1815953;-2,043953;-0,2884243;-0,3119279;0,6709874;0,7761124;1,35028
"15-02 05";1,312945;-0,8776987;-0,3299265;0,09354416;-2,202166;-0,2884243;-0,5391031;0,7130767;0,6820313;1,276345
"15-02 06";1,346523;-0,1575443;0,01949819;0,1910818;-2,044508;-0,2884243;-0,0845682;0,6018015;0,5448019;1,256197
"15-02 07";1,350408;0,09502397;0,2293769;-0,2249892;-1,667999;-0,2884243;0,1908947;0,3553054;0,3828339;1,159174
"15-02 08";1,098473;0,2181334;0,2818909;-0,3678035;-0,7068864;-0,2884243;0,2660085;-0,03475469;0,2089919;1,079011
"15-02 09";0,6036454;-0,8403402;-0,3359322;0,1878396;-0,2919341;-0,2884243;-0,5643148;-0,4151491;0,3289295;1,244804
"15-02 10";0,2935256;-0,8011284;-0,2756616;0,8240774;-0,2279154;-0,2884243;-0,4821468;-0,4242315;0,4344548;0,864718
"15-02 11";0,02507382;-1,05306;-0,508862;-1,904003;-0,3239148;-0,2884243;-0,7931625;-0,2691948;0,4987804;0,615074
"15-02 12";-0,2416273;0,4831003;0,4391599;-1,045052;-0,3054435;-0,2884243;0,4680174;-0,3091784;0,5753356;0,397881
"15-02 13";-0,2752967;0,4414207;0,4026862;-0,2292115;0,1943761;-0,2884243;0,4316763;-0,5144189;0,4893729;0,3991187
"15-02 14";0,07316981;0,4141383;0,2927406;0,1129525;1,965367;-0,2884243;0,5351268;-0,5898084;0,3564618;0,550811
"15-02 15";0,3746082;0,1295375;0,2544888;0,02844984;0,7497633;-0,2884243;0,5000361;-0,7538995;0,5088503;0,2614996
"15-02 16";1,02201;-0,5665662;-0,1449505;0,1618848;0,6606634;-0,2884243;-0,0780761;-0,6979303;0,6283796;0,03794502
"15-02 17";1,91526;-0,5888446;-0,2462409;0,3667192;-0,02778384;-0,2884243;0,0169851;-0,5005859;0,9843495;0,05758164
"15-02 18";2,019783;-0,4499992;-0,1132935;0,5155594;-0,3076635;-0,2884243;0,2047309;-0,4124;1,279091;0,2627211
"15-02 19";2,182675;-0,7519697;-0,3248008;0,5040019;-0,2175197;-0,2884243;-0,09773248;-0,496769;1,387701;0,3838429
"15-02 20";2,265368;-1,054792;-0,55035;0,3819506;-0,4623228;-0,2884243;-0,4378379;-0,5256922;1,333484;0,6414965
"15-02 21";2,273222;-1,358272;-0,7550163;0,2030777;-0,1810776;-0,2884243;-0,5621034;-0,5181588;1,312863;0,8442183
"15-02 22";2,091025;-1,246643;-0,7293639;0,4289284;-0,7230698;-0,2884243;-0,5214356;-0,4047266;1,304743;0,954058
"15-02 23";1,843612;-0,8499272;-0,4253921;0,4181233;-0,6173611;-0,2884243;-0,06185277;-0,2783036;1,308104;1,15251
"16-02 00";1,838908;-0,210624;-0,01979787;0,3530866;-0,8460344;-0,2884243;0,3377574;-0,1430016;1,238;1,171535
"16-02 01";2,156139;-0,1460838;-0,03669493;0,4200274;-1,354087;-0,2884243;0,312008;-0,04692303;1,270197;1,326815
"16-02 02";2,798803;-0,139457;0,02863385;0,2915002;-1,169978;-0,2884243;0,1734022;0,06308054;1,129514;1,397624
"16-02 03";3,19597;-0,1354995;-0,04986;0,3331857;-1,035055;-0,2884243;0,06463603;0,09542435;0,9793589;1,298444
"16-02 04";3,369594;-0,1342881;0,05431399;0,23758;-0,7811435;-0,2884243;0,1801679;0,09281477;0,9591548;1,352233
"16-02 05";3,392415;-0,1429655;0,03172971;0,2040297;-0,5471866;-0,2884243;-0,05353562;-0,006119865;0,928784;1,372363
"16-02 06";3,4348;0,1536022;0,2389086;0,03978055;-0,4259057;-0,2884243;0,2133633;-0,2101291;0,8434694;1,296697
"16-02 07";3,316767;0,1947231;0,1824177;-0,279802;-0,2202974;-0,2884243;0,1511532;-0,5137885;0,7793275;1,193812
"16-02 08";3,012682;-0,0250525;0,2182214;-0,371954;1,072695;-0,2884243;0,2148419;-1,020721;0,5746031;1,062896
"16-02 09";2,743145;-0,421468;-0,1347841;0,04684103;1,6203;-0,2884243;-0,3050542;-1,089308;0,4934158;0,971662
"16-02 10";2,441634;-2,784396;-0,8779896;0,2034366;1,64403;-0,3648594;-2,288482;-0,6995229;0,8170568;0,5957236
"16-02 11";3,342816;-5,322055;-3,337538;-1,513009;1,541152;-0,3293173;-4,873671;0,7130015;0,8344614;-13,50053
"16-02 12";3,161891;-1,06799;-0,9019647;3,788515;1,19981;0,5268743;-1,350411;1,407957;0,8063182;0,397412
"16-02 13";1,920721;0,7812674;0,963407;5,399048;-0,332448;0,6204283;1,209908;1,375935;0,760419;0,5836577
"16-02 14";1,909839;0,7767417;0,6359965;5,399052;-0,5864779;0,2771427;1,024868;1,257044;0,7765225;0,1506235
"16-02 15";2,261536;0,7812331;0,1899458;5,398821;-0,592548;-0,2464769;0,3947982;1,212988;0,9984095;-0,2111433
"16-02 16";2,570022;0,7883766;0,1710638;5,398747;-0,8481507;-0,2464769;0,3870116;1,130357;1,042036;-0,3946577
"16-02 17";2,904865;0,779421;0,1850211;5,398542;-1,187523;-0,2464769;0,6569222;1,049674;1,103908;-0,4528834
"16-02 18";2,873521;0,3746872;0,01556517;5,398616;-1,458516;-0,2464769;0,4069518;0,9764655;1,127443;0,6884513
"16-02 19";2,800039;-0,6762602;-0,5540426;5,398784;-1,464171;-0,2464769;-0,4524083;1,016614;1,446065;1,681248
"16-02 20";2,746625;-0,6824982;-0,5761916;5,399176;-1,57042;-0,2464769;-0,4873063;1,13367;1,421661;1,423289
"16-02 21";2,700968;-0,7277238;-0,5621095;5,399521;-1,829193;-0,2464769;-0,2510956;1,30988;1,360024;1,275358
"16-02 22";2,262544;-0,8829719;-0,586799;0,8779826;-0,5735869;-0,2464769;-0,3100684;1,478871;1,274227;1,177474
"16-02 23";1,539596;-0,8855749;-0,6010876;0,5761372;-0,9046264;-0,2464769;-0,3242985;1,60458;1,146197;1,133748
"17-02 00";1,14494;-0,8911489;-0,6176453;0,4837136;-0,8608665;-0,2464769;-0,5429794;1,78192;0,9902169;1,096885
"17-02 01";1,100864;-0,877421;-0,5975284;0,7764962;-1,036739;-0,2464769;-0,5080068;1,981445;0,9898149;0,9046341
"17-02 02";1,518217;-0,8745736;-0,5846654;0,7397504;-1,603216;-0,2464769;-0,6911899;2,188979;0,6653329;0,7522011
"17-02 03";1,919046;-0,8904145;-0,5497506;0,3077264;-1,664167;-0,2464769;-0,6424372;2,35253;0,3917119;0,8118265
"17-02 04";1,612693;-0,8899379;-0,675851;0,2370122;-1,389764;-0,2464769;-0,8149617;2,468621;0,3378842;0,8222651
"17-02 05";1,591371;-0,7390376;-0,5275695;1,029722;-2,104025;-0,2464769;-0,8365765;2,609752;0,33956;0,7369981
"17-02 06";2,050187;-0,6977762;-0,5399169;2,78066;-2,254391;-0,2464769;-0,8263278;2,746179;0,3457265;0,7790619
"17-02 07";2,234172;0,2821573;-0,2325522;2,838288;-2,25506;-0,2464769;-0,4222767;2,78735;0,2331934;0,8474869
"17-02 08";2,162867;1,145537;1,631621;1,484847;-1,914461;4,128754;2,056279;2,589956;0,09314626;1,149969
"17-02 09";2,070789;1,124366;2,28375;1,912856;-1,86254;4,602944;2,360428;2,505286;0,2226878;1,148522
"17-02 10";1,847481;1,468493;1,805063;3,206631;-1,941644;4,605398;1,937995;2,107358;0,2696975;1,278256
"17-02 11";1,3919;1,516365;1,851649;3,220268;-1,959301;3,910312;2,046033;1,965826;0,1922797;0,9157267
"17-02 12";0,9287936;1,691596;2,324684;2,432784;-1,313845;3,878316;2,743724;2,297415;0,03161941;0,7096968
"17-02 13";0,7881913;2,402611;2,864097;4,343108;-0,9150972;4,539109;1,111825;3,067708;-0,6497903;0,5146861
"17-02 14";-0,2440314;2,439137;3,051003;4,402855;-0,6011097;4,605398;1,294704;4,138581;-0,06836381;0,3659812
"17-02 15";-0,403586;2,329465;3,271184;5,198023;-0,6749772;4,605398;1,465054;4,625326;0,1699809;0,5009136
"17-02 16";-1,139139;2,269697;3,468162;5,024808;-1,111128;4,50679;1,514232;5,480781;-0,1786781;0,5920821
"17-02 17";-1,952594;2,253095;1,05679;3,405968;-1,227526;-0,3163886;1,655751;5,331981;-0,4835763;0,3729075
"17-02 18";-2,512971;2,24795;1,521429;2,156948;-0,9459268;1,355572;1,637788;4,523576;-1,349372;1,127649
"17-02 19";-2,71134;2,929446;3,844555;1,496453;-1,092811;4,605398;1,855032;3,940478;-2,032626;1,224746
"17-02 20";-2,250682;3,655792;6,223176;2,188659;-1,855858;4,026083;4,075411;3,535367;-2,508511;-0,6907455
"17-02 21";-2,299512;3,907546;3,706887;2,103558;-2,096729;0,4536342;3,360539;2,921976;-2,772177;-1,099938
"17-02 22";-2,379363;3,86493;1,249287;2,76998;-2,280138;-0,3303713;2,451136;2,636163;-2,779918;-1,489525
"17-02 23";-2,438753;3,683247;1,150637;2,296983;-2,292371;-0,3303713;2,406111;2,540143;-2,917525;-2,102843
"18-02 00";-2,428545;2,336007;0,6635531;0,1980663;-1,27737;-0,3303713;1,363586;2,960615;-3,079052;-2,306807
"18-02 01";-2,340383;2,104881;0,5159063;-0,1130946;-1,054531;-0,3303713;1,11413;3,53657;-3,148948;-2,059084
"18-02 02";-2,176051;2,328878;0,5591121;-0,1275338;-0,6690608;-0,3303713;0,9538549;3,865232;-3,218187;-2,027623
"18-02 03";-2,072743;3,224203;1,062807;-0,1207505;-0,8293756;-0,3303713;1,63654;3,835327;-3,246006;-1,881909
"18-02 04";-1,969032;2,880139;0,8672836;-0,1015617;-1,067887;-0,3303713;1,201564;3,752757;-3,190849;-2,283736
"18-02 05";-2,00635;3,003324;1,338385;-0,1546712;-0,5929769;-0,3303713;1,315062;3,586819;-3,137294;-2,027323
"18-02 06";-2,093271;2,116379;1,100012;-0,3291085;-0,5699942;-0,3303713;0,936769;3,425081;-3,143333;-2,429371
"18-02 07";-2,18007;2,075655;0,8041644;-0,4672928;-0,4925233;-0,3303713;0,8475816;3,171584;-3,097994;-2,194309
"18-02 08";-2,251688;2,083308;0,766174;-0,643259;-0,4208902;-0,3303713;0,7555363;2,868973;-3,099119;-2,298005
"18-02 09";-2,347199;2,06411;0,7947789;-0,7092654;-0,5597164;-0,3303713;0,784401;2,562781;-3,091222;-2,425754
"18-02 10";-2,384757;2,071198;0,5738303;-0,7869307;-0,5298413;-0,3303713;0,6661388;2,284338;-3,077767;-2,704413
"18-02 11";-2,482067;2,086827;0,7184882;-0,9028553;-0,1435916;-0,3303713;0,8460436;2,162913;-3,094336;-3,28898
"18-02 12";-2,537276;2,335422;0,6223652;-1,12296;0,153662;-0,3303713;0,58153;2,126207;-3,126355;-2,956116
"18-02 13";-2,49694;2,428524;0,8842058;-1,153177;0,7572563;-0,3303713;0,9670775;2,060154;-3,155268;-2,849864
"18-02 14";-2,329701;2,429642;0,6711277;-0,9877184;1,00355;-0,3303713;1,105955;2,008568;-3,030655;-2,413303
"18-02 15";-2,03775;2,438302;0,8043891;-0,7978449;1,003493;-0,3303713;1,140147;2,000038;-2,835907;-2,309745
"18-02 16";-1,648142;2,269172;0,8137268;-0,5454018;1,186554;-0,3303713;1,101624;1,985586;-2,685362;-1,979713
"18-02 17";-1,327147;2,077774;1,372944;-0,4758373;1,42715;-0,3303713;1,322084;1,890691;-2,426295;-1,665806
"18-02 18";-1,115968;2,077762;1,982134;-0,5257748;1,125303;-0,3303713;1,556698;1,827;-2,183331;-1,512489
"18-02 19";-0,9737097;1,70815;1,760293;-0,5213197;0,7080947;-0,3303713;1,307824;1,819146;-1,946586;-1,487795
"18-02 20";-0,884631;1,524027;5,485164;-0,4475237;0,07160094;-0,3303713;3,325796;1,97697;-1,813217;-0,9127499
"18-02 21";-0,8536094;1,529446;6,058203;-0,5020072;-0,2149137;-0,3303713;3,855624;2,201145;-1,810361;-1,082977
"18-02 22";-0,8317981;1,525619;6,315898;-0,4995116;-0,1815423;-0,3303713;4,097466;2,26244;-1,887739;-1,000744
"18-02 23";-0,798636;1,524575;4,154381;-0,7627832;-0,123676;-0,3303713;2,585492;2,285611;-1,988008;-0,8617859
"19-02 00";-0,6169279;1,527295;4,110814;-0,715127;0,09734354;-0,3303713;2,440182;2,281739;-2,20436;-0,7307035
"19-02 01";-0,3508032;1,527601;3,694556;-0,7232186;-0,9473032;-0,3303713;2,203881;2,372577;-2,157399;-0,799858
"19-02 02";-0,2778986;1,526698;3,870003;-0,5975335;-0,492988;-0,3303713;2,114225;2,34261;-2,04988;-1,11981
"19-02 03";-0,2514186;1,52442;3,96222;-0,8055432;-0,5398795;-0,3303713;2,150898;2,26509;-1,949549;-1,193817
"19-02 04";-0,2585596;1,521143;4,30839;-0,7591708;-0,7251218;-0,3303713;2,656606;2,173624;-1,920514;-1,241269
"19-02 05";-0,3537068;1,51371;3,504258;-0,7905288;-0,461018;-0,3303713;2,083178;2,043169;-1,887824;-1,380354
"19-02 06";-0,4750583;1,5197;3,081085;-0,9303198;-0,2580587;-0,3303713;1,728575;1,877976;-1,869379;-1,605637
"19-02 07";-0,5718117;1,524183;2,916321;-0,7644656;-0,3577795;-0,3303713;1,666511;1,667877;-1,813535;-1,607278
"19-02 08";-0,6189803;1,510803;0,9901051;-0,9295877;-0,06727178;-0,3303713;0,6287475;1,343908;-1,788723;-1,021216
"19-02 09";-0,7583607;1,523099;1,718667;-1,143417;-0,2599391;-0,3303713;1,192039;1,00429;-1,646479;-1,066625
"19-02 10";-0,7961819;1,510938;2,077135;-1,237807;-0,3854454;-0,3303713;1,02283;0,719896;-1,682637;-1,777308
"19-02 11";-0,9485065;1,523521;0,4770209;-1,184107;0,03402198;-0,3303713;0,3968317;0,4947459;-1,63921;-1,671576
"19-02 12";-1,521262;1,517256;0,3832871;-1,250897;0,6564737;-0,3303713;0,4158009;0,3298132;-1,694112;-1,368595
"19-02 13";-1,850671;1,516649;0,3508522;-1,38863;1,489195;-0,3303713;0,356357;0,1203345;-1,68389;-1,223004
"19-02 14";-1,575348;1,525266;0,4321107;-1,100608;2,185193;-0,3303713;0,7332134;-0,1333427;-1,693789;-1,438897
"19-02 15";-1,440104;1,350997;0,3603825;-0,9408948;2,172273;-0,3303713;0,6478327;-0,3677755;-1,698001;-1,322693
"19-02 16";-1,202764;1,5072;0,3831667;-0,7067285;1,772725;-0,3303713;0,6822494;-0,2232845;-1,609444;-0,9676204
"19-02 17";-0,9993989;1,524517;0,4049442;-0,7377623;1,47446;-0,3303713;0,9659881;-0,1234614;-1,109225;-0,7007877
"19-02 18";-0,5413547;1,527438;0,3810021;-0,5924074;1,043682;-0,3303713;0,9390866;-0,1003772;-0,8657423;-0,5587418
"19-02 19";-0,3157499;1,532981;0,3797959;-0,6647522;0,9322459;-0,3303713;0,9557169;-0,06564707;-0,8714709;-0,5981464
"19-02 20";-0,2258303;1,22555;0,2999904;-0,6571954;0,4469867;-0,3303713;0,7913969;0,02819478;-0,8049465;-0,4132814
"19-02 21";-0,08760433;0,9635693;0,2196388;-0,2840288;0,009927397;-0,3303713;0,9342895;0,2511916;-0,8572357;-0,3789504
"19-02 22";-0,05085269;0,9767647;0,2320478;-0,3870895;0,09864479;-0,3303713;0,9781805;0,5172632;-0,9201594;-0,1993989
"19-02 23";0,02623779;0,9703393;0,1039388;-0,6538642;-0,2281085;-0,3303713;0,7873557;0,669369;-0,9346002;-0,320788
"20-02 00";0,1144741;0,9848147;0,07918211;-0,7469656;0,09456587;-0,3303713;0,4934729;0,7661833;-1,030957;-0,1578488
"20-02 01";0,2215643;0,9855328;0,1154262;-0,8369247;-0,03238827;-0,3303713;0,5451918;0,7741736;-1,013702;0,1004874
"20-02 02";0,301486;0,9815853;0,1356243;-0,7536578;-0,4720929;-0,3303713;0,3109599;0,765383;-1,028108;0,3324452
"20-02 03";0,2921902;0,9537483;0,1312573;-0,8269156;-0,09940623;-0,3303713;0,3176549;0,689413;-1,058943;0,376673
"20-02 04";0,2159016;0,9493911;0,154441;-0,809019;-0,3451424;-0,3303713;0,3422936;0,5780472;-1,066257;0,3977658
"20-02 05";-0,02541046;0,9614605;0,1317606;-0,9497198;-0,4433725;-0,3303713;0,06431928;0,3755467;-1,077645;0,3658314
"20-02 06";-0,2692903;0,9530635;0,2102087;-0,936232;-0,1658558;-0,3303713;0,1822764;0,0335235;-1,096776;0,2167111
"20-02 07";-0,600984;0,4871906;0,01212199;-0,867609;-0,414652;-0,3303713;-0,09254505;-0,4404054;-1,150826;0,07658043
"20-02 08";-1,05604;-0,06137539;-0,3366669;-0,8578641;0,05039128;-0,3303713;-0,5602718;-0,6089053;-1,291534;-0,2412587
"20-02 09";-1,659149;0,8526286;0,01455922;-1,123122;0,2437843;-0,3303713;-0,0942603;-0,9121767;-1,279245;-0,3784909
"20-02 10";-2,02527;0,4253496;-0,2451941;-1,092229;0,1948551;-0,3303713;-0,4391879;-1,098657;-1,265996;-0,9216763
"20-02 11";-1,676995;0,07177182;-0,3263689;-0,9665961;0,4953689;-0,3303713;-0,5451911;-0,958132;-1,319971;-1,350818
"20-02 12";-1,536452;0,2518858;-0,2731591;-1,043765;0,5786703;-0,3303713;-0,4771898;-0,5169674;-1,456634;-1,524818
"20-02 13";-1,434565;0,9257265;-0,1103241;-1,032612;0,7954501;-0,3303713;-0,2567973;-0,1867102;-1,524445;-1,259872
"20-02 14";-1,337611;0,9806052;0,0391254;-0,8924462;1,978194;-0,3303713;0,1892411;0,09549762;-1,427801;-0,7981037
"20-02 15";-0,4697768;0,9797994;-0,09060234;-0,6793054;1,389814;-0,3303713;-0,001968936;0,5458447;-1,122306;-0,7249686
"20-02 16";0,136326;0,9809642;-0,04841447;-0,6151218;1,291877;-0,3303713;0,04195322;0,9776578;-0,9074678;-0,7899963
"20-02 17";0,4967014;0,9766603;-0,04617903;-0,5545868;0,9361853;-0,3303713;0,2841084;1,432679;-0,6473469;-0,7787651
"20-02 18";0,6152121;1,749473;0,2851191;-0,3721842;0,4289407;-0,3303713;0,7943442;1,853284;-0,5142426;-0,744741
"20-02 19";0,7482685;2,778001;0,8022552;-0,1428955;0,8184865;-0,3303713;1,5579;1,96809;-0,4275407;-0,660222
"20-02 20";0,9028258;2,613866;0,7573316;0,5539984;-0,1060626;-0,3303713;1,489302;1,902307;-0,4192934;-0,485118
"20-02 21";0,8794082;2,210047;0,1873221;0,8439997;-1,035702;-0,9777421;0,8881783;1,829082;-0,4693429;-0,9680849
"20-02 22";0,614218;2,062321;1,581609;0,7636701;-1,184999;-1,127365;1,539676;1,663403;-0,6018896;-1,326143
"20-02 23";0,2351206;1,718922;2,821002;0,4460328;-1,079137;-1,19246;2,085184;1,487417;-0,7927418;-1,527106
"21-02 00";-0,1148219;1,502513;2,698751;0,2037288;-0,6754526;-1,295153;1,130479;1,283361;-1,094296;-1,903164
"21-02 01";-0,3337215;1,529335;2,450902;-0,1780892;-0,5933452;-1,295153;1,707743;1,110327;-1,231631;-1,863051
"21-02 02";-0,4279048;1,554712;1,785195;-0,7342123;-0,4933062;-1,295153;0,8948557;1,038043;-1,350795;-1,75931
"21-02 03";-0,1275184;1,553501;2,116769;-0,7710409;-0,615899;-1,295153;1,482226;1,031818;-1,427298;-1,595991
"21-02 04";0,09272707;1,544783;2,051834;-0,7135143;-0,6690251;-1,295153;1,209433;1,041408;-1,478393;-1,736098
"21-02 05";0,1106964;1,519685;1,822725;-0,9418367;-0,6193666;-1,295153;1,038469;0,8930573;-1,537122;-1,819916
"21-02 06";0,05822715;1,511338;2,409013;-0,9758705;-0,6259729;-1,295153;1,194113;0,5820117;-1,537431;-1,967057
"21-02 07";0,1625685;1,516272;2,535125;-0,8923481;-0,5317968;-1,295153;1,298671;0,167335;-1,584462;-1,885222
"21-02 08";-0,1271015;1,519894;1,706015;-1,034512;-0,6916932;-1,295153;0,6874107;-0,2816449;-1,583264;-1,609184
"21-02 09";-1,387791;0,6990192;-0,554121;-1,229269;0,3074812;-1,295153;-0,8586534;-1,034269;-1,501935;-2,367225
"21-02 10";-1,751911;-0,207124;-0,9384519;-1,153413;0,2924167;-1,295153;-1,368512;-1,102635;-1,559513;-2,800529
"21-02 11";-1,381977;-0,0848046;-0,5735214;-1,127988;0,8884823;-1,295153;-0,8937482;-1,07531;-1,488758;-2,635507
"21-02 12";-1,340296;1,069474;-0,3388379;-1,04291;0,9040974;-1,295153;-0,567709;-1,067563;-1,599107;-1,913521
"21-02 13";-1,441539;1,390181;0,3138914;-0,9549366;0,6122169;-0,3186533;0,3089305;-1,044267;-1,558659;-1,282241
"21-02 14";-0,6430291;0,7075972;1,299919;-0,9419104;0,790767;1,808928;1,989404;-0,8789757;-1,433082;-0,5157304
"21-02 15";-0,6394927;0,3730111;1,069215;-0,7438396;1,819756;1,808928;1,661941;-0,6384979;-1,271591;-0,6429864
"21-02 16";-0,2755674;0,4623748;1,056195;-0,6722847;1,200775;1,808928;1,506139;-0,4624297;-1,001189;-0,4731226
"21-02 17";-0,02755897;0,608586;1,22353;-0,6933305;1,273131;1,808928;2,003252;-0,3726843;-0,5879531;-0,3918699
"21-02 18";-0,08995609;0,9458225;1,44995;-0,4923597;0,6665047;1,808928;2,527558;-0,3084313;-0,3637534;-0,1796846
"21-02 19";-0,2050289;0,4966354;0,8456888;-0,6243079;0,9754373;1,808928;1,622158;-0,5183598;-0,3092702;-0,07272208
"21-02 20";-0,2646884;0,4912782;0,7253783;-0,5341191;0,6586758;1,808928;1,449169;-0,4186458;-0,3355967;0,05928609
"21-02 21";-0,1763099;0,8521363;0,9368631;-0,4626141;0,1793902;1,808928;1,712001;-0,3016212;-0,393517;0,2145237
"21-02 22";-0,1260789;1,027918;0,9915664;-0,473021;0,1528433;1,808928;2,146121;-0,3232359;-0,5241259;0,2364042
"21-02 23";-0,004563784;1,194983;1,155783;-0,407147;0,001959025;1,808928;2,408464;-0,3379937;-0,466848;0,5525367
"22-02 00";0,1093403;1,001394;1,089857;-0,4734261;-0,1674252;1,808928;1,992077;-0,4511831;-0,5265194;0,642812
